"CMPD_CHEMBLID","ASSAY_CHEMBLID","CANONICAL_SMILES","STANDARD_TYPE","RELATION","STANDARD_VALUE","STANDARD_UNITS","MOLWEIGHT","ALOGP","PSA","STABLE"
"CHEMBL2181489","CHEMBL2188962","Nc1ncc(cc1c2ccc(cc2)C(F)(F)F)c3ccc(cc3)C(=O)N4CCOCC4","T1/2","=","3.1","hr","427.42","3.55","68.45","1"
"CHEMBL2181297","CHEMBL2188962","Nc1ncc(cc1c2ccc(nc2)C(F)(F)F)c3ccc(cc3)C(=O)N4CCNCC4","T1/2",">","4.167","hr","427.42","2.56","84.14","1"
"CHEMBL2181488","CHEMBL2188962","Nc1ncc(cc1c2ccc(nc2)C(F)(F)F)c3ccc(cc3)C(=O)N4CCOCC4","T1/2",">","4.167","hr","428.41","2.83","81.34","1"
"CHEMBL1684986","CHEMBL2320541","Nc1ncc(cn1)c2nc(nc3N(CCc23)c4cccnc4)N5CCOCC5","T1/2","=","1.183","hr","376.42","1.58","106.18","1"
"CHEMBL2314287","CHEMBL2320541","Nc1ncc(cn1)c2nc(nc3N(CCc23)c4ccncc4)N5CCOCC5","T1/2","=","2.117","hr","376.42","1.58","106.18","1"
"CHEMBL3124983","CHEMBL3129032","Nc1ncc(nc1c2ccc(cc2)C(F)(F)F)c3ccc(cc3)C(=O)N4CCOCC4","T1/2",">","4.167","hr","428.41","3.26","81.34","1"
"CHEMBL3124982","CHEMBL3129032","Nc1ncc(nc1c2ccc(nc2)C(F)(F)F)c3ccc(cc3)C(=O)N4CCOCC4","T1/2",">","4.167","hr","429.4","2.54","94.22","1"
"CHEMBL1087920","CHEMBL1116846","Nc1nccc(n1)c2ccc3nc([nH]c3c2)C4COc5c(C4)cccc5C(=O)NC6CC6","T1/2","=","1.317","hr","426.47","3.12","118.81","1"
"CHEMBL1091080","CHEMBL1116846","Nc1nccc(n1)c2ccc3nc([nH]c3c2)C4COc5ccc(cc5C4)C(=O)CCN6CCOCC6","T1/2","=","0.25","hr","484.55","3.1","119.25","0"
"CHEMBL454639","CHEMBL1009213","Nc1nccc(n1)c2ccc3nc([nH]c3c2)C4COc5ccc(cc5C4)C(=O)NC6CC6","T1/2","=","1.317","hr","426.47","3.12","118.81","1"
"CHEMBL455446","CHEMBL1009213","Nc1nccc(n1)c2ccc3nc([nH]c3c2)C4COc5ccc(cc5C4)C(=O)NCc6ccccc6","T1/2","=","0.4167","hr","476.53","4.21","118.81","0"
"CHEMBL1098692","CHEMBL1116846","Nc1nccc(n1)c2ccc3nc([nH]c3c2)C4COc5ccc(cc5C4)C(=O)NCCc6cccnc6","T1/2","=","0.025","hr","491.54","3.38","131.69","0"
"CHEMBL518825","CHEMBL1009213","Nc1nccc(n1)c2ccc3nc([nH]c3c2)C4COc5ccc(F)cc5C4","T1/2","=","0.75","hr","361.37","3.62","89.71","1"
"CHEMBL454654","CHEMBL1009213","Nc1nccc(n1)c2ccc3nc([nH]c3c2)C4COc5ccccc5C4","T1/2","=","0.7333","hr","343.38","3.42","89.71","1"
"CHEMBL517561","CHEMBL1009213","Nc1nccc(n1)c2ccc3nc(oc3c2)C4COc5ccc(F)cc5C4","T1/2","=","1.517","hr","362.36","3.63","87.06","1"
"CHEMBL454624","CHEMBL1009213","Nc1nccc(n1)c2ccc3nc(oc3c2)C4COc5ccccc5C4","T1/2","=","0.95","hr","344.37","3.43","87.06","1"
"CHEMBL1079782","CHEMBL1099844","Nc1nccc(n1)c2ccc3nc(sc3c2)C4COc5ccccc5C4","T1/2","=","0.7833","hr","360.43","3.99","102.16","1"
"CHEMBL2375757","CHEMBL2378227","Nc1nccc(NCCNc2cc(nc(N)n2)c3cccc(Cl)c3)n1","T1/2","=","0.85","hr","356.81","2.78","127.66","1"
"CHEMBL1643574","CHEMBL1647670","Nc1nccc2cc(O[C@H]3CCCN(Cc4ccccc4)C3)ccc12","T1/2","=","0.2","hr","333.43","3.58","51.38","0"
"CHEMBL1643368","CHEMBL1647670","Nc1nccc2cc(O[C@H]3CCCNC3)ccc12","T1/2",">","2","hr","243.3","1.46","60.17","1"
"CHEMBL2177831","CHEMBL2186639","Nc1ncccc1c2nc3cc(cnc3n2c4ccc(CNC(=O)c5ccccc5)cc4)c6cccnc6","T1/2",">","0.5","hr","497.55","3.9","111.61","1"
"CHEMBL2177818","CHEMBL2186639","Nc1ncccc1c2nc3cccnc3n2c4ccc(CC(=O)Nc5ccccc5)cc4","T1/2","=","0.7933","hr","420.47","3.56","98.72","1"
"CHEMBL2177819","CHEMBL2186639","Nc1ncccc1c2nc3cccnc3n2c4ccc(CNC(=O)c5ccccc5)cc4","T1/2","=","1","hr","420.47","3.54","98.72","1"
"CHEMBL2035828","CHEMBL2038898","Nc1ncnc(Nc2ccc(Cl)c(Cl)c2F)c1c3occ(CNC(=O)C=C)n3","T1/2",">","1.667","hr","423.23","3.33","118.96","1"
"CHEMBL2035827","CHEMBL2038898","Nc1ncnc(Nc2ccc(F)c(Cl)c2)c1c3occ(CNC(=O)C=C)n3","T1/2","=","0.2667","hr","388.78","2.67","118.96","0"
"CHEMBL2035817","CHEMBL2038898","Nc1ncnc(Nc2ccc(Oc3cc(Cl)ccc3Cl)c(Cl)c2)c1c4occ(CNC(=O)C=C)n4","T1/2","=","1.6","hr","531.78","5.35","128.19","1"
"CHEMBL2035822","CHEMBL2038898","Nc1ncnc(Nc2ccc(Oc3ccc(F)cc3)c(Cl)c2)c1c4occ(CNC(=O)C=C)n4","T1/2",">","1.667","hr","480.88","4.23","128.19","1"
"CHEMBL2035821","CHEMBL2038898","Nc1ncnc(Nc2ccc(Oc3cccc(F)c3)c(Cl)c2)c1c4occ(CNC(=O)C=C)n4","T1/2",">","1.667","hr","480.88","4.23","128.19","1"
"CHEMBL2035816","CHEMBL2038898","Nc1ncnc(Nc2ccc(Oc3ccccc3)c(Cl)c2)c1c4occ(CNC(=O)C=C)n4","T1/2",">","1.667","hr","462.89","4.02","128.19","1"
"CHEMBL2035820","CHEMBL2038898","Nc1ncnc(Nc2ccc(Oc3ccccc3F)c(Cl)c2)c1c4occ(CNC(=O)C=C)n4","T1/2","=","0.75","hr","480.88","4.23","128.19","1"
"CHEMBL2035823","CHEMBL2038898","Nc1ncnc(Nc2ccc(Oc3ccccn3)c(Cl)c2)c1c4occ(CNC(=O)C=C)n4","T1/2","=","0.65","hr","463.88","3.41","141.08","1"
"CHEMBL2035824","CHEMBL2038898","Nc1ncnc(Nc2ccc(Oc3cccnc3)c(Cl)c2)c1c4occ(CNC(=O)C=C)n4","T1/2","=","0.25","hr","463.88","2.87","141.08","0"
"CHEMBL2035813","CHEMBL2038898","Nc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1c4occ(CNC(=O)C=C)n4","T1/2","=","0.75","hr","494.91","4.23","128.19","1"
"CHEMBL2035810","CHEMBL2038898","Nc1ncnc(Nc2ccc(OCc3ccccn3)c(Cl)c2)c1c4occ(CNC(=O)C=C)n4","T1/2","=","0.4167","hr","477.9","3.09","141.08","0"
"CHEMBL2035812","CHEMBL2038898","Nc1ncnc(Nc2ccc(OCc3ccccn3)c(F)c2)c1c4occ(CNC(=O)C=C)n4","T1/2","=","0.45","hr","461.45","2.63","141.08","0"
"CHEMBL378093","CHEMBL900673","Nc1noc2ccc(cc12)n3nc(c4CCN(C(=O)c34)c5ccc(cc5)c6ccccc6CN7CC[C@@H](O)C7)C(F)(F)F","T1/2","=","0.7","hr","588.58","5.19","113.65","1"
"CHEMBL487364","CHEMBL937699","Nc1oc(nn1)c2ccc(F)c(F)c2Nc3ccc(I)cc3F","T1/2","=","40","hr","432.14","3.67","76.97","1"
"CHEMBL2315336","CHEMBL2317151","Nc1onc(n1)c2ccc(F)c3c(c[nH]c23)C(=O)C(=O)N4CCN(CC4)C(=O)c5ccccc5","T1/2","=","0.2833","hr","462.43","1.7","138.42","0"
"CHEMBL61547","CHEMBL629616","Nc1sc2CCCCc2c1C(=O)c3ccc(cc3)c4ccccc4","T1/2","<","0.01667","hr","333.45","5.18","71.33","0"
"CHEMBL127476","CHEMBL629616","Nc1sc2CCCCc2c1C(=O)c3ccc4ccccc4c3","T1/2","<","0.01667","hr","307.41","4.57","71.33","0"
"CHEMBL360541","CHEMBL910614","NCC#Cc1cccnc1","T1/2","=","1.05","hr","132.16","0.38","38.9","1"
"CHEMBL540715","CHEMBL1061554","NCC(=O)N1C[C@@H](C[C@H]1C(=O)NC2CC2)NC(=O)c3ccccc3","T1/2",">","0.5","hr","330.38","-0.93","104.53","1"
"CHEMBL1642913","CHEMBL1647130","NCC[C@@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1","T1/2",">","5","hr","320.26","5.15","26.02","1"
"CHEMBL1642912","CHEMBL1647130","NCC[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1","T1/2",">","5","hr","320.26","5.15","26.02","1"
"CHEMBL1683903","CHEMBL1686718","NCC1(CCCCC1)c2ccc(cc2)c3ccccc3","T1/2","=","1.517","hr","265.39","4.37","26.02","1"
"CHEMBL1683871","CHEMBL1686718","NCC1(CCCCC1)c2ccc(Cl)c(Cl)c2","T1/2",">","5","hr","258.19","4.18","26.02","1"
"CHEMBL1683900","CHEMBL1686718","NCC1(CCCCC1)c2ccc3ccccc3c2","T1/2",">","5","hr","239.36","3.76","26.02","1"
"CHEMBL1683905","CHEMBL1686718","NCC1(CCCCC1)c2cccs2","T1/2","=","4.417","hr","195.32","2.8","54.26","1"
"CHEMBL1683881","CHEMBL1686718","NCC1(CCCCCC1)c2ccc(Cl)c(Cl)c2","T1/2","=","1.1","hr","272.21","4.63","26.02","1"
"CHEMBL404544","CHEMBL951315","NCc1c(ccc2nc[nH]c12)c3ccc(Cl)cc3Cl","T1/2","=","2.15","hr","292.16","3.3","54.7","1"
"CHEMBL403156","CHEMBL951315","NCc1c(ccc2ncn(Cc3ccccc3)c12)c4ccccc4Cl","T1/2","=","0.1333","hr","347.84","4.42","43.84","0"
"CHEMBL401542","CHEMBL951315","NCc1c(ccc2ncn(CCO)c12)c3ccccc3Cl","T1/2",">","3.333","hr","301.77","2.3","64.07","1"
"CHEMBL385008","CHEMBL910614","NCc1cc(n[nH]1)c2cccnc2","T1/2","=","3.967","hr","174.2","0.25","67.59","1"
"CHEMBL2333884","CHEMBL2346261","NCc1ccc(cc1)C(=O)NC(C2=Nc3ccc(cc3C(=O)N2)c4cn[nH]c4)c5ccc(Cl)cc5","T1/2","=","7","hr","484.94","3","125.26","1"
"CHEMBL246970","CHEMBL902309","NCC1CCC(CNc2nc(NCc3ccccc3Cl)ncc2[N+](=O)[O-])CC1","T1/2","=","0.8","hr","404.89","3.86","121.67","1"
"CHEMBL215134","CHEMBL910614","NCc1ccc(s1)c2ccccc2","T1/2","=","1.4","hr","189.28","2.49","54.26","1"
"CHEMBL359657","CHEMBL910614","NCc1ccc(s1)c2cccnc2","T1/2","=","0.65","hr","190.26","1.34","67.14","1"
"CHEMBL400636","CHEMBL897799","NCc1ccc2c(c1)nc(CN3C(=O)N(C4CC4)C(=O)c5ccccc35)n2CCCCF","T1/2",">","1.667","hr","435.49","3.11","84.46","1"
"CHEMBL427681","CHEMBL897799","NCc1ccc2c(c1)nc(CN3C(=O)N(C4CC4)C(=O)c5ccccc35)n2CCCCO","T1/2",">","1.667","hr","433.5","2.17","104.69","1"
"CHEMBL237536","CHEMBL897799","NCc1ccc2c(c1)nc(CN3C(=O)N(CC(F)(F)F)C(=O)c4ccccc34)n2CCCCF","T1/2",">","1.667","hr","477.45","3.63","84.46","1"
"CHEMBL255590","CHEMBL949329","NCc1ccc2OCC3(CCN(CC3)C(=O)c4oc(cc4)C#Cc5ccccc5)c2c1","T1/2",">","1.667","hr","412.48","3.8","68.7","1"
"CHEMBL214859","CHEMBL910614","NCc1oc(cc1)c2ccccc2","T1/2","=","0.6167","hr","173.21","1.93","39.15","1"
"CHEMBL178090","CHEMBL910614","NCc1oc(cc1)c2cccnc2","T1/2","=","0.6167","hr","174.2","0.78","52.05","1"
"CHEMBL217125","CHEMBL910614","NCc1onc(c1)c2cccnc2","T1/2","=","6.683","hr","175.19","0.26","64.94","1"
"CHEMBL392760","CHEMBL900228","NCCc1cn(c2ccccc12)S(=O)(=O)c3c(Cl)nc4sccn34","T1/2",">","1","hr","380.87","2.79","119.01","1"
"CHEMBL3091687","CHEMBL3097197","NCCCCN(C[C@H]1Cc2ccccc2CN1)[C@H]3CCCc4cccnc34","T1/2",">","1","hr","364.53","3.19","54.18","1"
"CHEMBL2172212","CHEMBL2175653","NCCCN1C(=O)c2cc(N)ccc2C3=C1c4ccccc4C3=O","T1/2","=","2.167","hr","319.36","0.7","89.42","1"
"CHEMBL486138","CHEMBL937699","NCCCNc1oc(nn1)c2ccc(F)c(F)c2Nc3ccc(I)cc3F","T1/2","=","0.6667","hr","489.23","3.46","89","1"
"CHEMBL485945","CHEMBL937699","NCCNc1oc(nn1)c2ccc(F)c(F)c2Nc3ccc(I)cc3F","T1/2","=","0.6667","hr","475.21","3.4","89","1"
"CHEMBL3770133","CHEMBL3774143","NCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3","T1/2","=","0.4383","hr","373.92","3.18","41.73","0"
"CHEMBL3770586","CHEMBL3774143","NCCOCCOCCOCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3","T1/2","=","0.4367","hr","506.08","2.78","69.42","0"
"CHEMBL2207554","CHEMBL2213242","NS(=O)(=O)c1ccc(cc1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N","T1/2",">","1.5","hr","428.51","2.34","152.13","1"
"CHEMBL513418","CHEMBL987696","NS(=O)(=O)c1ccc(Nc2nc3ncnc(Nc4cccc(Cl)c4)c3s2)cc1","T1/2",">","1.667","hr","432.91","3.88","159.51","1"
"CHEMBL148998","CHEMBL695035","NS(=O)(=O)N1CCN(CC1)C2CN(CCC3(CCC(=O)N(CC4CC4)C3)c5ccc(Cl)c(Cl)c5)C2","T1/29",">","2","hr","544.54","2.15","98.57","1"
"CHEMBL3092995","CHEMBL3096412","NS(=O)(=O)NC[C@H]1COc2cc(Cl)ccc2O1","T1/2",">","1.667","hr","278.71","0.47","99.03","1"
"CHEMBL466517","CHEMBL1113116","NS(=O)(=O)NCc1csc2ccccc12","T1/2",">","1.667","hr","242.32","0.79","108.81","1"
"CHEMBL1923502","CHEMBL1925700","O.Cl.C[C@@H]1CN[C@@H](C2CC2)C(=O)N(C)[C@H](C)C(=O)N[C@H](Cc3ccc(F)cc3)C(=O)NCCCc4ccccc4O1","T1/2","=","19","hr","538.65","3.4","99.77","1"
"CHEMBL3545252","CHEMBL1772863","O.O.O.CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C","T1/2","=","1.167","hr","807.88","2.59","224.44","1"
"CHEMBL2029422","CHEMBL2032966","O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(cn4)c5ncccn5","T1/2","=","1.483","hr","568.59","1.94","120.34","1"
"CHEMBL516439","CHEMBL1015045","O[C@@H](CN1[C@H](CCc2c1cccc2c3cccc(OC(F)(F)F)c3)c4cccc(OC(F)(F)C(F)F)c4)C(F)(F)F","T1/2",">","2.133","hr","597.44","9.75","41.93","1"
"CHEMBL490868","CHEMBL1010553","O[C@@H](CN1[C@H](CCc2c1cccc2c3cccc(OC(F)(F)F)c3)c4cccc(OC(F)(F)F)c4)C(F)(F)F","T1/2",">","2.133","hr","565.43","10.39","41.93","1"
"CHEMBL602483","CHEMBL1068249","O[C@@H](CN1[C@H](COc2c1cccc2c3cccc(OC(F)(F)F)c3)c4cccc(OC(F)(F)C(F)F)c4)C(F)(F)F","T1/2","=","1.033","hr","599.42","9.02","51.16","1"
"CHEMBL518254","CHEMBL1008824","O[C@@H]1CC[C@H](CC1)N(CCc2ccc(Cl)cc2)C(=O)c3cccc4ccccc34","T1/2","=","0.3333","hr","407.93","5.34","40.54","0"
"CHEMBL487167","CHEMBL1008824","O[C@@H]1CC[C@H](CC1)N(CCc2ccc(Cl)cc2)C(=O)c3csc4ccccc34","T1/2","=","0.2333","hr","413.96","5.3","68.78","0"
"CHEMBL2392499","CHEMBL2394953","O[C@@H]1CC[C@H](CC1)n2nnc3cnc4[nH]ccc4c23","T1/2","=","1.2","hr","257.29","1.6","79.62","1"
"CHEMBL2312657","CHEMBL2318059","O[C@@H]1COC[C@H]1Nc2nc(Nc3cc(Cl)cc(Cl)c3)ncc2Br","T1/2","=","0.5","hr","420.09","3.75","79.3","0"
"CHEMBL2312656","CHEMBL2318059","O[C@@H]1COC[C@H]1Nc2nc(Nc3cc(Cl)cc(Cl)c3)ncc2c4ccc(F)cc4","T1/2","=","0.8","hr","435.28","4.73","79.3","1"
"CHEMBL2312655","CHEMBL2318059","O[C@@H]1COC[C@H]1Nc2nc(Nc3cc(Cl)cc(Cl)c3)ncc2c4cccnc4","T1/2","=","2","hr","418.28","3.37","92.19","1"
"CHEMBL602678","CHEMBL1068249","O[C@H](CF)CN1[C@H](COc2c1cccc2c3cccc(OC(F)(F)F)c3)c4cccc(OC(F)(F)C(F)F)c4","T1/2","=","0.35","hr","563.44","8.42","51.16","0"
"CHEMBL2178424","CHEMBL2183296","O[C@H]1[C@@H](CC[C@@H](OC(=O)N2CCC(CC2)N3C(=O)Nc4ncccc34)c5ncccc15)c6cccc(F)c6F","T1/2","=","1.167","hr","535.54","3.19","107.89","1"
"CHEMBL2401977","CHEMBL2405958","O[C@H]1CCC[C@@H]1NC(=O)C(=O)\C=C(/O)\C2=CC(=CN(Cc3ccccc3F)C2=O)Cc4ccc(F)cc4F","T1/2","=","2","hr","526.5","3.43","106.94","1"
"CHEMBL494564","CHEMBL995599","O[C@H]1CCCC[C@@H]1NC(=O)N2C(=O)N(CCN3CCOCC3)c4ccccc24","T1/2","=","0.6667","hr","388.46","1.6","85.35","1"
"CHEMBL1289515","CHEMBL1292304","O[C@H]1CCN(CCn2ncc3cc(ccc23)N4C=CC(=CC4=O)OCc5ccccc5)C1","T1/2","=","4.817","hr","430.5","2.09","70.83","1"
"CHEMBL2204343","CHEMBL2208712","O[Si]1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3","T1/2","=","1.083","hr","","","","1"
"CHEMBL3398252","CHEMBL3398962","O\C(=C/C(=O)C1=CC(=CN(Cc2ccccc2F)C1=O)Cc3cc(F)cc(F)c3)\C(=O)N4CCN(CC4)c5ccc(cc5)n6cccc6","T1/2","=","14.4","hr","652.66","5.7","86.09","1"
"CHEMBL1861897","CHEMBL1862761","O\N=C(/CNC1CCCCC1)\c2ccccc2","T1/2","=","2.767","hr","232.32","2.97","44.62","1"
"CHEMBL1858491","CHEMBL1862762","O\N=C(/NC1CCCC1)\c2ccccc2c3ccccc3","T1/2","=","4.333","hr","280.36","4.03","44.62","1"
"CHEMBL1861979","CHEMBL1862761","O\N=C(/NC1CCCCC1)\c2c(F)cccc2F","T1/2",">","5.833","hr","254.28","3.37","44.62","1"
"CHEMBL1860725","CHEMBL1862761","O\N=C(/NC1CCCCC1)\c2cc(F)cc(F)c2","T1/2","=","1.017","hr","254.28","3.37","44.62","1"
"CHEMBL1862694","CHEMBL1862761","O\N=C(/NC1CCCCC1)\c2ccc(F)cc2","T1/2","=","1.2","hr","236.29","3.17","44.62","1"
"CHEMBL1859620","CHEMBL1862762","O\N=C(/NC1CCCCC1)\c2ccccc2","T1/2","=","4.817","hr","218.29","2.96","44.62","1"
"CHEMBL1862016","CHEMBL1862762","O\N=C(/NC1CCCCC1)\c2ccccc2c3ccccc3","T1/2","=","9.283","hr","294.39","4.48","44.62","1"
"CHEMBL1860389","CHEMBL1862761","O\N=C(/Nc1ccccc1)\c2ccccc2c3ccccc3","T1/2","=","1.867","hr","288.34","4.2","44.62","1"
"CHEMBL1859710","CHEMBL1862762","O\N=C(/NC1CCCCC1)\c2ccccc2Oc3ccccc3","T1/2","=","1.067","hr","310.39","4.52","53.84","1"
"CHEMBL1860484","CHEMBL1862761","O\N=C(/NC1CCCCC1)\c2cccnc2","T1/2","=","4.617","hr","219.28","1.81","57.51","1"
"CHEMBL1858782","CHEMBL1862762","O\N=C(/NCC1CC1)\c2ccccc2c3ccccc3","T1/2","=","10.55","hr","266.34","3.44","44.62","1"
"CHEMBL1858239","CHEMBL1862761","O\N=C(\NC1CCCCC1)/c2cccc3ccccc23","T1/2","=","1.15","hr","268.35","3.87","44.62","1"
"CHEMBL1861531","CHEMBL1862762","O\N=C(\NC1CCCCC1)/c2cccnc2Oc3ccccc3","T1/2","=","5.233","hr","311.38","3.91","66.74","1"
"CHEMBL1859000","CHEMBL1862762","O\N=C(\NC1CCCCC1)/c2cccnc2Oc3ccccc3F","T1/2","=","3.083","hr","329.37","4.12","66.74","1"
"CHEMBL1684205","CHEMBL1686690","O=C(C1CC1)c2ccc3OCC(Cc3c2)C4=Nc5ccc(cc5C(=O)N4)c6cn[nH]c6","T1/2","=","3.633","hr","412.44","3.16","96.44","1"
"CHEMBL2013053","CHEMBL2014281","O=C(C1CC1)N2CCC(CC2)Oc3ccc4OC5(CCN(CC5)C6CCC6)CCc4c3","T1/2",">","0.6667","hr","424.58","3.37","42.01","1"
"CHEMBL1765995","CHEMBL1768140","O=C(C1CCc2cc(OCc3ccccc3)ccc2C1)c4oc(cn4)c5ccccn5","T1/2","=","0.2","hr","410.46","5.26","65.22","0"
"CHEMBL2152394","CHEMBL2155765","O=C(CC#N)N1CCC(CC1)n2cnc3cnc4[nH]ccc4c23","T1/2","=","2","hr","308.34","0.32","90.6","1"
"CHEMBL2152300","CHEMBL2155765","O=C(CC#N)N1CCC[C@H](C1)n2cnc3cnc4[nH]ccc4c23","T1/2","=","1.4","hr","308.34","0.84","90.6","1"
"CHEMBL1521217","CHEMBL3122435","O=C(Cc1ccc(cc1)c2ccccc2)NCc3ccccc3","T1/2","=","0.1717","hr","301.38","4.17","29.1","0"
"CHEMBL2431643","CHEMBL2432693","O=C(Cc1ccccc1)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4","T1/2","=","0.08333","hr","398.46","2.89","86.88","0"
"CHEMBL563527","CHEMBL1058194","O=C(Cc1cccnc1)NCCC(c2ccccc2)c3ccccc3","T1/2","=","0.06667","hr","330.42","3.57","41.99","0"
"CHEMBL1762278","CHEMBL1763216","O=C(CCC1CCCC1)N2CCCN(CC2)C(=O)Nc3ccccc3","T1/2","=","0.05","hr","343.46","2.8","52.65","0"
"CHEMBL2431644","CHEMBL2432693","O=C(CCc1ccccc1)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4","T1/2","=","0.1","hr","412.48","3.35","86.88","0"
"CHEMBL2431645","CHEMBL2432693","O=C(CCCc1ccccc1)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4","T1/2","=","0.06667","hr","426.51","3.8","86.88","0"
"CHEMBL179972","CHEMBL827022","O=C(CN1CCC(CC1)N2C(=O)OCc3ccccc23)Nc4ccc(cc4)C(=O)c5ccccc5","T1/2","=","0.25","hr","469.53","3.7","78.95","0"
"CHEMBL175767","CHEMBL827022","O=C(CN1CCC(CC1)N2C(=O)OCc3ccccc23)Nc4ccc(cc4)C5CCCCC5","T1/2","=","0.2667","hr","447.57","4.49","61.88","0"
"CHEMBL2207572","CHEMBL2213242","O=C(N[C@@H](C1CCCC1)c2cn(nn2)C3(CC3)C#N)c4ccsc4","T1/2","=","0.6667","hr","341.43","2.84","111.83","1"
"CHEMBL2207553","CHEMBL2213242","O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)C4=CNC(=O)C=C4","T1/2",">","1.5","hr","366.42","1.44","112.69","1"
"CHEMBL2207590","CHEMBL2213242","O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4ccc(cc4)C#N","T1/2","=","0.8","hr","374.44","3.51","107.38","1"
"CHEMBL2203330","CHEMBL2213242","O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)C4CCCC4","T1/2","=","0.3333","hr","341.45","3.64","83.6","0"
"CHEMBL2207588","CHEMBL2213242","O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4ccccc4","T1/2","=","0.3333","hr","349.43","3.63","83.6","0"
"CHEMBL2207589","CHEMBL2213242","O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4cccnc4","T1/2",">","1.5","hr","350.42","2.48","96.49","1"
"CHEMBL2207156","CHEMBL2213242","O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4cccs4","T1/2","=","0.3167","hr","355.46","3.59","111.84","0"
"CHEMBL2207162","CHEMBL2213242","O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4ccncc4","T1/2","=","0.2667","hr","350.42","2.48","96.49","0"
"CHEMBL2207161","CHEMBL2213242","O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4ccns4","T1/2","=","0.35","hr","356.45","2.94","124.72","0"
"CHEMBL2207552","CHEMBL2213242","O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)C4CCOCC4","T1/2","=","1.133","hr","357.45","2.33","92.83","1"
"CHEMBL2207546","CHEMBL2213242","O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4ccon4","T1/2",">","1.5","hr","340.38","2.52","109.63","1"
"CHEMBL2207576","CHEMBL2213242","O=C(N[C@@H](c1ccccc1)c2cn(nn2)C3(CC3)C#N)c4ccsc4","T1/2","=","0.8667","hr","349.41","2.69","111.83","1"
"CHEMBL2207569","CHEMBL2213242","O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4ccsc4","T1/2","=","0.3167","hr","355.46","3.3","111.83","0"
"CHEMBL2207167","CHEMBL2213242","O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4cn[nH]c4","T1/2",">","1.5","hr","339.39","2.08","112.28","1"
"CHEMBL2207549","CHEMBL2213242","O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4cn5ccccc5n4","T1/2","=","0.6167","hr","389.45","2.8","100.9","1"
"CHEMBL2207550","CHEMBL2213242","O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4cn5ccsc5n4","T1/2","=","0.4167","hr","395.48","2.53","129.14","0"
"CHEMBL2207585","CHEMBL2213242","O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4cocc4","T1/2","=","0.9","hr","339.39","2.74","96.74","1"
"CHEMBL2207545","CHEMBL2213242","O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4cocn4","T1/2",">","1.5","hr","340.38","1.96","109.63","1"
"CHEMBL2207556","CHEMBL2213242","O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4conc4","T1/2","=","0.8","hr","340.38","2.09","109.63","1"
"CHEMBL2207587","CHEMBL2213242","O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4csc(c4)c5ccccc5","T1/2","=","1","hr","431.55","5.11","111.83","1"
