"CMPD_CHEMBLID","ASSAY_CHEMBLID","CANONICAL_SMILES","STANDARD_TYPE","RELATION","STANDARD_VALUE","STANDARD_UNITS","MOLWEIGHT","ALOGP","PSA","STABLE"
"CHEMBL391143","CHEMBL903474","Cc1c(CN(C2CCOCC2)[C@H]3CCNC3)cccc1C(F)(F)F","T1/2",">","2","hr","342.4","2.69","24.5","1"
"CHEMBL2322465","CHEMBL2328073","Cc1c(CO)cccc1NS(=O)(=O)c2ccc(cc2)c3ccc(Br)cc3","T1/2","=","0.5667","hr","432.33","4.47","74.78","1"
"CHEMBL2322462","CHEMBL2328073","Cc1c(CO)cccc1NS(=O)(=O)c2ccc(cc2)c3ccc(F)cc3","T1/2","=","0.2333","hr","371.43","3.92","74.78","0"
"CHEMBL2322463","CHEMBL2328073","Cc1c(CO)cccc1NS(=O)(=O)c2ccc(cc2)c3ccc(F)cc3F","T1/2","=","0.3333","hr","389.42","4.13","74.78","0"
"CHEMBL606245","CHEMBL1067375","Cc1c(Nc2c(\C=C\CCN3CCC[C@@H](N)C3)cncc2C#N)ccc4[nH]ccc14","T1/2",">","0.5","hr","400.52","3.41","93.76","1"
"CHEMBL2346714","CHEMBL2350936","Cc1c(nn(C)c1c2ccc(F)cc2)C(=O)Nc3cc(Cl)ccn3","T1/2","=","2.1","hr","344.77","4.25","59.81","1"
"CHEMBL2346716","CHEMBL2350936","Cc1c(nn(C)c1c2ccc(F)cc2)C(=O)Nc3ccc(Cl)cn3","T1/2",">","5","hr","344.77","4.25","59.81","1"
"CHEMBL2346715","CHEMBL2350936","Cc1c(nn(C)c1c2ccc(F)cc2)C(=O)Nc3ccc(F)cn3","T1/2",">","5","hr","328.32","3.79","59.81","1"
"CHEMBL2346711","CHEMBL2350936","Cc1c(nn(C)c1c2ccc(F)cc2)C(=O)Nc3cccc(Cl)n3","T1/2","=","1.917","hr","344.77","4.46","59.81","1"
"CHEMBL2346712","CHEMBL2350936","Cc1c(nn(C)c1c2ccc(F)cc2)C(=O)Nc3cccc(n3)C(F)(F)F","T1/2","=","4.483","hr","378.32","4.95","59.81","1"
"CHEMBL2346719","CHEMBL2350936","Cc1c(nn(C)c1c2ccc(F)cc2)C(=O)Nc3ccnc(Cl)c3","T1/2",">","5","hr","344.77","3.92","59.81","1"
"CHEMBL2346721","CHEMBL2350936","Cc1c(nn(C)c1c2ccc(F)cc2)C(=O)Nc3ccnc(Cl)n3","T1/2",">","5","hr","345.76","3.81","72.7","1"
"CHEMBL2346720","CHEMBL2350936","Cc1c(nn(C)c1c2ccc(F)cc2)C(=O)Nc3ccnc(F)c3","T1/2",">","5","hr","328.32","3.63","59.81","1"
"CHEMBL191423","CHEMBL839327","Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccc(Oc3ccc(F)c(OCC(=O)O)c3)cc2)Cc4ccc(F)cc4F","T1/2","=","2.3","hr","600.61","6.2","113.55","1"
"CHEMBL190225","CHEMBL839327","Cc1c(NS(=O)(=O)C)cccc1N(Cc2ccccc2)Cc3ccc(Oc4ccc(OCC(=O)O)cc4)cc3","T1/2","=","8.9","hr","546.63","5.58","113.55","1"
"CHEMBL1778607","CHEMBL1780677","Cc1c(sc2ccc(NC(=O)[C@@]3(CCCNC3)NC(=O)c4ccc5c(C6CCCCC6)c(c7ccccn7)n(C)c5c4)cc12)C(=O)O","T1/2","=","1.55","hr","649.8","4.18","153.59","1"
"CHEMBL1778503","CHEMBL1780677","Cc1c(sc2ccc(NC(=O)C(C)(C)NC(=O)c3ccc4c(C5CCCCC5)c(c6ccccn6)n(C)c4c3)cc12)C(=O)O","T1/2","=","0.5667","hr","608.75","7.52","141.56","1"
"CHEMBL1778605","CHEMBL1780677","Cc1c(sc2ccc(NC(=O)C3(CCC3)NC(=O)c4ccc5c(C6CCCCC6)c(c7ccccn7)n(C)c5c4)cc12)C(=O)N","T1/2","=","1.183","hr","619.78","7.11","147.35","1"
"CHEMBL1778604","CHEMBL1780677","Cc1c(sc2ccc(NC(=O)C3(CCC3)NC(=O)c4ccc5c(C6CCCCC6)c(c7ccccn7)n(C)c5c4)cc12)C(=O)O","T1/2","=","1.317","hr","620.76","7.74","141.56","1"
"CHEMBL3410042","CHEMBL3411313","Cc1c[nH]c2ncnc(c3ccc(NC(=O)N(CCO)c4ccc(Cl)cc4)cc3)c12","T1/2",">","2","hr","421.88","4","94.14","1"
"CHEMBL3410039","CHEMBL3411313","Cc1c[nH]c2ncnc(c3ccc(NC(=O)N(CCO)c4ccc(F)cc4)cc3)c12","T1/2","=","0.7333","hr","405.42","3.54","94.14","1"
"CHEMBL3410041","CHEMBL3411313","Cc1c[nH]c2ncnc(c3ccc(NC(=O)N(CCO)c4cccc(Cl)c4)cc3)c12","T1/2","=","0.3667","hr","421.88","4","94.14","0"
"CHEMBL3410036","CHEMBL3411313","Cc1c[nH]c2ncnc(c3ccc(NC(=O)N(CCO)c4ccccc4)cc3)c12","T1/2","=","1.45","hr","387.43","3.34","94.14","1"
"CHEMBL3410040","CHEMBL3411313","Cc1c[nH]c2ncnc(c3ccc(NC(=O)N(CCO)c4ccccc4Cl)cc3)c12","T1/2","=","1.5","hr","421.88","4","94.14","1"
"CHEMBL1779543","CHEMBL1780623","Cc1c2CCCCN3CCC[C@@H]3CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15","T1/2","=","0.08333","hr","448.6","4.34","80.36","0"
"CHEMBL1779539","CHEMBL1780623","Cc1c2CCCN3C[C@@H](F)C[C@@H]3CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15","T1/2","=","0.06667","hr","452.56","3.73","80.36","0"
"CHEMBL1779538","CHEMBL1780623","Cc1c2CCCN3C[C@H](O)C[C@@H]3CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15","T1/2","=","0.05","hr","450.57","2.79","100.59","0"
"CHEMBL1779536","CHEMBL1780623","Cc1c2CCCN3CC[C@H](CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15)C3","T1/2","=","0.3833","hr","434.57","3.49","80.36","0"
"CHEMBL1779547","CHEMBL1780623","Cc1c2CCCN3CCC[C@@H](C3)Nc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15","T1/2","=","0.03333","hr","434.57","3.88","80.36","0"
"CHEMBL1738705","CHEMBL1780623","Cc1c2CCCN3CCC[C@@H]3CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15","T1/2","=","0.2","hr","434.57","3.88","80.36","0"
"CHEMBL1779532","CHEMBL1780623","Cc1c2CCCN3CCCC[C@@H]3CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15","T1/2","=","0.1333","hr","448.6","4.34","80.36","0"
"CHEMBL1779534","CHEMBL1780623","Cc1c2CCCN3CCNC[C@H]3CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15","T1/2",">","0.5","hr","449.59","2.84","92.39","1"
"CHEMBL1779533","CHEMBL1780623","Cc1c2CCCN3CCOC[C@@H]3CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15","T1/2","=","0.05","hr","450.57","3.11","89.59","0"
"CHEMBL175691","CHEMBL3812064","Cc1cc(\C=C\C#N)cc(C)c1Nc2ccnc(Nc3ccc(cc3)C#N)n2","T1/2","=","1.933","hr","366.42","5.41","97.41","1"
"CHEMBL1632241","CHEMBL2016096","Cc1cc(\C=C\C#N)cc(C)c1Oc2cc(Nc3ccc(cc3)C#N)c(N)cc2[N+](=O)[O-]","T1/2","=","0.7833","hr","425.44","5.29","140.68","1"
"CHEMBL2012793","CHEMBL2169137","Cc1cc(\C=C\C#N)cc(C)c1Oc2cc(Nc3ccc(cc3)C#N)c(N)cc2C(=O)N","T1/2","=","0.5833","hr","423.47","4.39","137.94","1"
"CHEMBL2165159","CHEMBL2169137","Cc1cc(\C=C\C#N)cc(C)c1Oc2cc(Nc3ccc(cc3)C#N)c(N)cc2C(F)(F)F","T1/2","=","0.75","hr","448.44","6.33","94.85","1"
"CHEMBL2012795","CHEMBL2016096","Cc1cc(\C=C\C#N)cc(C)c1Oc2cc(Nc3ccc(cc3)C#N)c(N)cc2CO","T1/2","=","0.5","hr","410.47","4.79","115.09","0"
"CHEMBL377085","CHEMBL865086","Cc1cc(C)c2c(N)c(sc2n1)C(=O)N","T1/2","=","1.3","hr","221.28","1.06","110.23","1"
"CHEMBL594025","CHEMBL1069184","Cc1cc(cc(C)c1Oc2ccc(O)c(Cc3ccc(F)cc3)c2)N4N=CC(=O)NC4=O","T1/2","=","0.65","hr","433.43","5.26","91.22","1"
"CHEMBL239598","CHEMBL903412","CC1CC(CC1C)N2CCN(CC2)C3CCc4ccc(OCc5noc(n5)c6ccc(Cl)cc6)cc34","T1/2","=","0.1167","hr","507.07","6.14","54.63","0"
"CHEMBL3809672","CHEMBL3812064","Cc1cc(CCC#N)cc(C)c1Oc2cc(Nc3ccc(cc3)C#N)c(N)cc2Br","T1/2","=","0.8333","hr","461.35","6.16","94.86","1"
"CHEMBL2165296","CHEMBL2169137","Cc1cc(CCC#N)cc(C)c1Oc2cc(Nc3ccc(cc3)C#N)c(N)cc2C(=O)N","T1/2","=","0.7","hr","425.48","4.42","137.94","1"
"CHEMBL3808472","CHEMBL3812064","Cc1cc(CCC#N)cc(C)c1Oc2cc(Nc3ccc(cc3)C#N)c(N)cc2C(=O)NC4CC4","T1/2","=","1.05","hr","465.55","5.11","123.96","1"
"CHEMBL2165291","CHEMBL2169137","Cc1cc(CCC#N)cc(C)c1Oc2cc(Nc3ccc(cc3)C#N)c(N)cc2C(F)(F)F","T1/2","=","0.9283","hr","450.46","6.36","94.85","1"
"CHEMBL3810411","CHEMBL3812064","Cc1cc(CCC#N)cc(C)c1Oc2cc(Nc3ccc(cc3)C#N)c(N)cc2CNC4CC4","T1/2","=","1.65","hr","451.56","5.44","106.89","1"
"CHEMBL2165299","CHEMBL2169137","Cc1cc(CCC#N)cc(C)c1Oc2cc(Nc3ccc(cc3)C#N)c(N)cc2CO","T1/2","=","0.3483","hr","412.48","4.81","115.08","0"
"CHEMBL3808993","CHEMBL3812064","Cc1cc(CCC#N)cc(C)c1Oc2cc(Nc3ccc(cc3)C#N)c(N)cc2COC(=O)C4CC4","T1/2","=","0.195","hr","480.56","5.95","121.16","0"
"CHEMBL2322461","CHEMBL2328073","Cc1cc(ccc1c2ccc(F)cc2F)S(=O)(=O)Nc3cccc(CO)c3","T1/2","=","0.5","hr","389.42","4.13","74.78","0"
"CHEMBL2322464","CHEMBL2328073","Cc1cc(ccc1c2ccc(F)cc2F)S(=O)(=O)Nc3cccc(CO)c3C","T1/2","=","0.25","hr","403.44","4.62","74.78","0"
"CHEMBL3287916","CHEMBL3297627","Cc1cc(ccc1Cl)c2nc(C)c([C@H](OC(C)(C)C)C(=O)O)c(c2C)c3ccc4OCCCc4c3","T1/2","=","0.7167","hr","494.02","6.93","68.65","1"
"CHEMBL1277708","CHEMBL1285759","Cc1cc(ccc1O)c2ccc(s2)C(=O)c3cccc(O)c3","T1/2","=","1.667","hr","310.37","5","85.77","1"
"CHEMBL1277885","CHEMBL1285759","Cc1cc(ccc1O)c2ncc(s2)C(=O)c3cccc(O)c3","T1/2","=","1.357","hr","311.36","3.91","98.66","1"
"CHEMBL3759008","CHEMBL3762387","Cc1cc(ccn1)c2ccc(CC(=O)Nc3ccc4c(c3)[nH]c5ccccc45)cc2","T1/2","=","0.7167","hr","391.46","4.79","57.78","1"
"CHEMBL3758639","CHEMBL3762387","Cc1cc(ccn1)c2ccc(CC(=O)Nc3ccc4c(c3)C(=O)c5ccccc45)cc2","T1/2","=","0.2","hr","404.46","4.39","59.06","0"
"CHEMBL3623894","CHEMBL3626176","Cc1cc(ccn1)c2ccc(CCC(=O)Nc3ccc(cn3)c4cnccn4)cc2","T1/2","=","0.35","hr","395.46","2.79","80.66","0"
"CHEMBL3623891","CHEMBL3626176","Cc1cc(ccn1)c2ccc(NCC(=O)Nc3ccc(cn3)c4cnccn4)cc2","T1/2","=","0.65","hr","396.44","1.96","92.69","1"
"CHEMBL3623875","CHEMBL3626176","Cc1cc(ccn1)c2ccc(OC(=O)Nc3ccc(cn3)c4cnccn4)cc2","T1/2","=","0.2167","hr","383.4","2.85","89.89","0"
"CHEMBL3623893","CHEMBL3626176","Cc1cc(ccn1)c2ccc(SCC(=O)Nc3ccc(cn3)c4cnccn4)cc2","T1/2","=","0.1133","hr","413.49","2.69","105.96","0"
"CHEMBL2047454","CHEMBL2050320","Cc1cc(Cl)cc2cc([nH]c12)C(=O)N3CC(C3)N4CCCC4","T1/2",">","1.5","hr","317.81","3.43","39.34","1"
"CHEMBL2047451","CHEMBL2050320","Cc1cc(Cl)cc2cc([nH]c12)C(=O)N3CCNCC3","T1/2",">","1.5","hr","277.75","2.4","48.13","1"
"CHEMBL516376","CHEMBL955138","Cc1cc(CN2[C@@H]3CCC[C@@H]3C(=C(C2=O)C4=NS(=O)(=O)c5cc(NS(=O)(=O)C)ccc5N4)O)ccc1F","T1/2",">","1","hr","548.61","1.32","162","1"
"CHEMBL1076413","CHEMBL1111346","Cc1cc(CN2[C@H]3[C@@H]4CC[C@@H](C4)[C@H]3C(=C(C2=O)C5=NS(=O)(=O)c6cc(NS(=O)(=O)C)ccc6N5)O)ccc1F","T1/2",">","1","hr","574.64","2.16","161.99","1"
"CHEMBL1076324","CHEMBL1111346","Cc1cc(CN2[C@H]3[C@H]4CC[C@H](C4)[C@H]3C(=C(C2=O)C5=NS(=O)(=O)c6cc(NS(=O)(=O)C)ccc6N5)O)ccc1F","T1/2",">","1","hr","574.64","2.16","161.99","1"
"CHEMBL1076286","CHEMBL1111346","Cc1cc(CN2[C@H]3C4CCC(CC4)[C@H]3C(=C(C2=O)C5=NS(=O)(=O)c6cc(NS(=O)(=O)C)ccc6N5)O)ccc1F","T1/2",">","1","hr","588.67","2.62","161.99","1"
"CHEMBL2207160","CHEMBL2213242","Cc1cc(cs1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N","T1/2","=","0.15","hr","369.48","3.44","111.84","0"
"CHEMBL3785952","CHEMBL3789774","Cc1cc(F)ccc1C2CCN(CC3Cc4c(Cl)ccc(O)c4CN3)CC2","T1/2","=","0.36","hr","388.91","4.93","35.5","0"
"CHEMBL3786469","CHEMBL3789774","Cc1cc(F)ccc1C2CCN(CC3Cc4ccccc4CN3)CC2","T1/2","=","0.115","hr","338.46","4.5","15.27","0"
"CHEMBL560241","CHEMBL1826578","Cc1cc(n[nH]1)c2ccc(Cl)c(c2)C(=O)NCC3(O)CCCCCC3","T1/2","=","1.25","hr","361.87","3.87","78","1"
"CHEMBL3355166","CHEMBL3372272","Cc1cc(NC(=O)c2cccc(c2)n3cc(NC(=O)Nc4ccccc4Cl)cn3)cc(C)n1","T1/2","=","0.4667","hr","460.92","3.61","100.94","0"
"CHEMBL3355165","CHEMBL3372272","Cc1cc(NC(=O)c2cccc(c2)n3cc(NC(=O)Nc4ccccc4Cl)cn3)ccn1","T1/2","=","0.5333","hr","446.89","3.33","100.94","1"
"CHEMBL2346718","CHEMBL2350936","Cc1cc(NC(=O)c2nn(C)c(c2C)c3ccc(F)cc3)ccn1","T1/2","=","1.283","hr","324.35","3.33","59.81","1"
"CHEMBL13380","CHEMBL1016139","Cc1cc(Nc2ccc(Br)c(c2)C(F)(F)F)n3ncnc3n1","T1/2","=","2.167","hr","372.14","4.3","55.11","1"
"CHEMBL522325","CHEMBL1016139","Cc1cc(Nc2ccc(C#N)c(c2)C(F)(F)F)n3ncnc3n1","T1/2","=","4.667","hr","318.26","3.43","78.9","1"
"CHEMBL492720","CHEMBL1016139","Cc1cc(Nc2ccc(c(F)c2)C(F)(F)F)n3ncnc3n1","T1/2","=","6","hr","311.24","3.76","55.11","1"
"CHEMBL447995","CHEMBL1016139","Cc1cc(Nc2ccc(C)c(C)c2)n3ncnc3n1","T1/2","=","0.3833","hr","253.3","3.58","55.11","0"
"CHEMBL437480","CHEMBL1016139","Cc1cc(Nc2ccc(C)c(c2)C(F)(F)F)n3ncnc3n1","T1/2","=","0.3167","hr","307.27","4.04","55.11","0"
"CHEMBL492719","CHEMBL1016139","Cc1cc(Nc2ccc(C)c(F)c2)n3ncnc3n1","T1/2","=","0.6","hr","257.27","3.3","55.11","1"
"CHEMBL2172226","CHEMBL2175104","Cc1cc(Nc2ccc(cc2)C(F)(F)F)n3ccnc3n1","T1/2","=","6.133","hr","292.26","3.5","42.22","1"
"CHEMBL492529","CHEMBL1016139","Cc1cc(Nc2ccc(cc2)C(F)(F)F)n3ncnc3n1","T1/2","=","3.833","hr","293.25","3.55","55.11","1"
"CHEMBL452392","CHEMBL1016139","Cc1cc(Nc2ccc(Cl)c(c2)C(F)(F)F)n3ncnc3n1","T1/2","=","2.167","hr","327.69","4.22","55.11","1"
"CHEMBL492712","CHEMBL1016139","Cc1cc(Nc2ccc(F)c(C)c2)n3ncnc3n1","T1/2","=","0.9333","hr","257.27","3.3","55.11","1"
"CHEMBL475814","CHEMBL1016139","Cc1cc(Nc2ccc3cc4ccccc4cc3c2)n5ncnc5n1","T1/2","=","0.7167","hr","325.37","4.43","55.11","1"
"CHEMBL475813","CHEMBL1016139","Cc1cc(Nc2ccc3ccccc3c2)n4ncnc4n1","T1/2","=","0.3","hr","275.31","3.52","55.11","0"
"CHEMBL474842","CHEMBL1016139","Cc1cc(Nc2cccc(c2)C(F)(F)F)n3ncnc3n1","T1/2","=","1","hr","293.25","3.55","55.11","1"
"CHEMBL499296","CHEMBL1016139","Cc1cc(Nc2cccc(Cl)c2)n3ncnc3n1","T1/2","=","0.75","hr","259.69","3.28","55.11","1"
"CHEMBL514038","CHEMBL1016139","Cc1cc(Nc2cccc(F)c2)n3ncnc3n1","T1/2","=","1.617","hr","243.24","2.82","55.11","1"
"CHEMBL255306","CHEMBL936664","Cc1cc(Oc2ccccc2NC(=O)Nc3ccc(OC(F)(F)F)cc3)n(n1)c4ccccc4Cl","T1/2","=","0.7","hr","502.87","7.5","77.41","1"
"CHEMBL2312653","CHEMBL2318059","Cc1cc(on1)c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2NC4CCNCC4","T1/2","=","0.35","hr","419.31","3.92","87.9","0"
"CHEMBL2178689","CHEMBL2188735","CC1Cc2cc(ccc2N1S(=O)(=O)C)C(=O)CSc3ccc4OCCOc4c3","T1/2","=","0.05667","hr","419.51","2.98","106.59","0"
"CHEMBL2178697","CHEMBL2188735","CC1Cc2cc(ccc2N1S(=O)(=O)C)S(=O)(=O)c3ccc4OCCOc4c3","T1/2","=","0.525","hr","409.48","2.29","106.74","1"
"CHEMBL3421842","CHEMBL3424544","Cc1cc2ccccc2c(n1)C(C)(C)NC(=O)[C@H]3[C@@H]4CNC[C@H]34","T1/2",">","2.167","hr","309.41","1.45","54.02","1"
"CHEMBL591430","CHEMBL1066528","Cc1cc2nc(N3CCN(Cc4ccccc4)CC3)n(CC(=O)c5cc(c(O)c(c5)C(C)(C)C)C(C)(C)C)c2cc1C","T1/2","=","2.9","hr","566.78","8.58","61.6","1"
"CHEMBL597213","CHEMBL1066528","Cc1cc2nc(N3CCN(CCO)CC3)n(CC(=O)c4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C)c2cc1C","T1/2","=","3.1","hr","520.71","6.46","81.83","1"
"CHEMBL374350","CHEMBL1066528","Cc1cc2nc(NCCCO)n(CC(=O)c3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)c2cc1C","T1/2","=","5.5","hr","465.63","6.21","87.38","1"
"CHEMBL2313189","CHEMBL2318865","Cc1ccc(c(C)c1)S(=O)(=O)N2CCC(CC2)C(=O)NC34CC5CC(CC(C5)C3)C4","T1/2","=","0.2333","hr","430.6","3.74","74.86","0"
"CHEMBL2313162","CHEMBL2318865","Cc1ccc(c(C)c1)S(=O)(=O)N2CCC(CC2)C(=O)NC3CC3","T1/2","=","3","hr","336.45","2.09","74.86","1"
"CHEMBL2313176","CHEMBL2318865","Cc1ccc(c(C)c1)S(=O)(=O)N2CCC(CC2)C(=O)Nc3ccc(cc3)S(=O)(=O)C(F)(F)F","T1/2","=","0.6","hr","504.54","4.84","117.38","1"
"CHEMBL2313183","CHEMBL2318865","Cc1ccc(c(C)c1)S(=O)(=O)N2CCC(CC2)C(=O)Nc3ccc4cc(ccc4c3)C(=O)O","T1/2","=","0.6","hr","466.55","3.71","112.16","1"
"CHEMBL2313180","CHEMBL2318865","Cc1ccc(c(C)c1)S(=O)(=O)N2CCC(CC2)C(=O)Nc3ccc4ccccc4c3","T1/2","=","0.145","hr","422.54","4.08","74.86","0"
"CHEMBL2313161","CHEMBL2318865","Cc1ccc(c(C)c1)S(=O)(=O)N2CCC(CC2)C(=O)Nc3ccc4OCOc4c3","T1/2","=","0.7667","hr","416.49","2.94","93.32","1"
"CHEMBL2313186","CHEMBL2318865","Cc1ccc(c(C)c1)S(=O)(=O)N2CCC(CC2)C(=O)NC3CCCC3","T1/2","=","0.2333","hr","364.5","3","74.86","0"
"CHEMBL2313203","CHEMBL2318865","Cc1ccc(c(C)c1)S(=O)(=O)N2CCC(CC2)C(=O)Nc3cccc4cccnc34","T1/2","=","0.1833","hr","423.53","3.36","87.75","0"
"CHEMBL2313182","CHEMBL2318865","Cc1ccc(c(C)c1)S(=O)(=O)N2CCC(CC2)C(=O)Nc3cccc4cnccc34","T1/2","=","3.667","hr","423.53","2.93","87.75","1"
"CHEMBL2313192","CHEMBL2318865","Cc1ccc(c(C)c1)S(=O)(=O)N2CCC(CC2)C(=O)Nc3ccccc3O","T1/2","=","0.04","hr","388.48","2.93","95.09","0"
"CHEMBL1933651","CHEMBL2318865","Cc1ccc(c(C)c1)S(=O)(=O)N2CCC(CC2)C(=O)NC3CCCCCC3","T1/2","=","0.09167","hr","392.56","3.91","74.86","0"
"CHEMBL3580752","CHEMBL3584523","Cc1ccc(c(CCC(=O)N[C@@H](Cc2ccccc2)c3nc(c(Cl)[nH]3)c4ccc5NC(=O)C=C(O)c5c4)c1)n6cnnn6","T1/2","=","0.1667","hr","595.05","3.9","150.71","0"
"CHEMBL3580751","CHEMBL3584523","Cc1ccc(c(CCC(=O)N[C@@H](Cc2ccccc2)c3nc(c(Cl)[nH]3)c4ccc5NC(=O)C=Cc5c4)c1)n6cnnn6","T1/2","=","0.03667","hr","579.05","4.43","130.48","0"
"CHEMBL230072","CHEMBL889045","Cc1ccc(c(Cl)c1)n2nnnc2SCC(=O)Nc3ccccc3Cl","T1/2","=","0.03333","hr","394.28","4.25","98","0"
"CHEMBL1630774","CHEMBL1641120","CC1CCC(C)C(C1)N(C)c2ncnc3[nH]ccc23","T1/2","=","0.3","hr","258.36","3.67","44.81","0"
"CHEMBL3827067","CHEMBL3830720","Cc1ccc(C)c(NC(=O)NC(=O)CSc2nc3ccccc3nc2C)c1","T1/2","=","1.287","hr","380.46","4.05","109.28","1"
"CHEMBL2041994","CHEMBL2045649","Cc1ccc(c2cc(cnc2N)c3ccc(cc3)S(=O)(=O)C)c4cccnc14","T1/2","=","1.767","hr","389.47","3.71","94.32","1"
"CHEMBL2207548","CHEMBL2213242","Cc1ccc(cc1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N","T1/2","=","0.2","hr","363.46","4.12","83.6","0"
"CHEMBL3809367","CHEMBL3813393","Cc1ccc(cc1)C(C)(O)c2nc(c[nH]2)N3C=CC(=CC3=O)NC(=O)c4cscn4","T1/2","=","1.2","hr","421.47","1.36","139.44","1"
"CHEMBL3397085","CHEMBL3399332","Cc1ccc(cc1)C2=C3C=CC=CN3C(=O)N(CCCCN4CCC(=CC4)c5c[nH]c6ccc(Cl)cc56)C2=O","T1/2","=","1.413","hr","539.07","5.58","59.65","1"
"CHEMBL2349541","CHEMBL2350936","Cc1ccc(cc1)c2c(C)c(nn2C)C(=O)Nc3cccc(C)n3","T1/2","=","1.967","hr","320.39","4.15","59.81","1"
"CHEMBL2322491","CHEMBL2328073","Cc1ccc(cc1)c2ccc(cc2)S(=O)(=O)Nc3cccc(CO)c3","T1/2","=","0.1667","hr","353.43","3.72","74.78","0"
"CHEMBL3403292","CHEMBL3405945","Cc1ccc(cc1)c2ccc(CNCCCNc3ccnc4cc(Cl)ccc34)s2","T1/2","=","0.75","hr","421.99","5.77","65.19","1"
"CHEMBL3287913","CHEMBL3297627","Cc1ccc(cc1)c2nc(C)c([C@H](OC(C)(C)C)C(=O)O)c(c2C)c3ccc4OCCCc4c3","T1/2","=","0.7167","hr","459.58","6.27","68.65","1"
"CHEMBL2325499","CHEMBL2330981","Cc1ccc(cc1)c2oc(CCc3nnc(c4ccncc4)n3c5ccccc5Cl)nn2","T1/2","=","0.1167","hr","442.9","4.6","82.52","0"
"CHEMBL1630772","CHEMBL1641120","CC1CCC(CC1)N(C)c2ncnc3[nH]ccc23","T1/2","=","0.45","hr","244.34","3.36","44.81","0"
"CHEMBL3410045","CHEMBL3411313","Cc1ccc(cc1)N(CCO)C(=O)Nc2ccc(cc2)c3ncnc4[nH]cc(C)c34","T1/2","=","0.9333","hr","401.46","3.82","94.14","1"
"CHEMBL245552","CHEMBL903587","Cc1ccc(cc1)S(=O)(=O)N2CC(N)C(C2)c3ccc(Cl)cc3Cl","T1/2",">","3","hr","385.31","3.32","71.78","1"
"CHEMBL1808635","CHEMBL1810950","Cc1ccc(cc1)S(=O)(=O)N2Cc3ccc(\C=C\C(=O)NO)cc3C2","T1/2","=","0.1833","hr","358.41","2.25","95.09","0"
"CHEMBL2376562","CHEMBL2379479","Cc1ccc(cc1)S(=O)(=O)Nc2cc(Oc3ccccc3)ccc2C(=O)O","T1/2","=","0.2833","hr","383.42","3.99","101.08","0"
"CHEMBL2376577","CHEMBL2379479","Cc1ccc(cc1)S(=O)(=O)Nc2ccc(Oc3ccccc3)cc2C(=O)O","T1/2","=","0.1833","hr","383.42","3.99","101.08","0"
"CHEMBL3092019","CHEMBL3096259","Cc1ccc(cc1)S(=O)(=O)Nc2ccc(Oc3ccccc3C(F)(F)F)cc2C(=O)O","T1/2","=","0.2","hr","451.42","4.94","101.08","0"
"CHEMBL2041987","CHEMBL2045649","Cc1ccc(cc1C(F)(F)F)c2cc(cnc2N)c3ccc(cc3)S(=O)(=O)C","T1/2","=","1.25","hr","406.42","4.46","81.43","1"
"CHEMBL3287924","CHEMBL3297627","Cc1ccc(cc1C)c2nc(C)c([C@H](OC(C)(C)C)C(=O)O)c(c2C)c3ccc(Cl)cc3","T1/2","=","1.283","hr","451.98","6.9","59.42","1"
"CHEMBL3287915","CHEMBL3297627","Cc1ccc(cc1C)c2nc(C)c([C@H](OC(C)(C)C)C(=O)O)c(c2C)c3ccc4OCCCc4c3","T1/2","=","0.5667","hr","473.6","6.75","68.65","1"
"CHEMBL3287922","CHEMBL3297627","Cc1ccc(cc1C)c2nc(C)c([C@H](OC(C)(C)C)C(=O)O)c(c2C)c3ccc4OCCCc4c3C","T1/2","=","1.133","hr","487.63","7.24","68.65","1"
"CHEMBL3287923","CHEMBL3297627","Cc1ccc(cc1C)c2nc(C)c([C@H](OC(C)(C)C)C(=O)O)c(c2C)c3ccc4OCCNc4c3Cl","T1/2","=","1.7","hr","509.04","6.51","80.68","1"
"CHEMBL2322979","CHEMBL2330994","Cc1ccc(cc1NC(=O)c2cc(c(cc2Cl)N3CCNCC3)[N+](=O)[O-])c4nc5ccccc5s4","T1/2",">","4","hr","507.99","5.25","131.31","1"
"CHEMBL2322969","CHEMBL2330994","Cc1ccc(cc1NC(=O)c2cc(ccc2Cl)[N+](=O)[O-])c3nc4ccccc4s3","T1/2",">","4","hr","423.87","5.67","116.04","1"
